contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
G01M_8768_V__9104	14151	No	NA	10	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZE2_V__6197	3541	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8349_V__5860	163970	No	NA	290	79	7	High-quality	High-quality	98.95	HMM-based (lower-bound)	0.0	1.0	
G23J_7937V__7124	3226	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__1613	36864	No	NA	55	30	2	High-quality	High-quality	99.37	AAI-based (high-confidence)	0.0	1.0	
G23J_8060V__3851	26555	No	NA	36	1	15	Low-quality	Genome-fragment	15.7	HMM-based (lower-bound)	0.0	1.0	
G21F_7878_V2__10011	3901	No	NA	6	0	0	Low-quality	Genome-fragment	8.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7937V__2491	2762	No	NA	3	0	0	Low-quality	Genome-fragment	3.38	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BBD2_V__5492	203335	No	NA	194	8	106	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
G18F_V14__6771	3974	No	NA	12	11	0	Low-quality	Genome-fragment	12.79	AAI-based (high-confidence)	0.0	1.0	
G01M_8768_V__2041	6488	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY1_V__1195	5621	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__6721	5629	No	NA	11	4	0	Low-quality	Genome-fragment	10.85	AAI-based (high-confidence)	0.0	1.0	
G01M_8337_V__7459	3090	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__7897	3923	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__2464	3689	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__10132	5232	No	NA	6	0	1	Low-quality	Genome-fragment	7.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8520_V__6074	16175	No	NA	38	1	2	Low-quality	Genome-fragment	25.01	AAI-based (medium-confidence)	0.0	1.0	
G21F_7878_V2__10114	3518	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD1_V__5495	16163	No	NA	10	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZP1_V__6738	4295	No	NA	3	0	2	Low-quality	Genome-fragment	3.97	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8190_V__7434	4509	No	NA	7	1	0	Low-quality	Genome-fragment	2.45	HMM-based (lower-bound)	0.0	1.0	
G23J_7943V__3219	4462	No	NA	8	2	1	Low-quality	Genome-fragment	12.11	AAI-based (high-confidence)	0.0	1.0	
G23J_8067V__4581	29236	No	NA	42	14	0	Medium-quality	Genome-fragment	74.83	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__4280	3042	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__9708	3248	No	NA	6	0	0	Low-quality	Genome-fragment	8.29	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AZP2_V__9086	15679	No	NA	20	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__5465	6755	No	NA	7	0	3	Low-quality	Genome-fragment	10.41	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G01M_8520_V__2972	3572	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD1_V__2197	9616	No	NA	17	3	1	Medium-quality	Genome-fragment	69.58	AAI-based (medium-confidence)	0.0	1.0	low-confidence DTR
G23J7928V2__6945	7819	No	NA	4	0	2	Low-quality	Genome-fragment	11.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAJ6_V__4030	2671	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__3855	5177	Yes	2373	7	1	2	Not-determined	Genome-fragment	NA	NA	54.16	1.0	
G23J_8030V__374	6602	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD2_V__2129	3040	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD2_V__2877	18982	No	NA	16	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8062V__7580	2573	No	NA	4	0	1	Low-quality	Genome-fragment	4.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G21F_7876_V1__273	14288	No	NA	15	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__5654	64141	No	NA	103	26	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G03J_7875_V2__9868	2501	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8396_V__10026	8967	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__5855	22176	No	NA	24	2	1	Medium-quality	Genome-fragment	51.26	AAI-based (high-confidence)	0.0	1.0	
BAX4_V__152	13296	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__10334	3053	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__2165	7675	No	NA	5	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__3339	2617	No	NA	4	1	0	Low-quality	Genome-fragment	3.73	AAI-based (high-confidence)	0.0	1.0	
G23J_7924V__2704	6875	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__7575	11144	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8768_V__5486	22944	No	NA	29	2	6	Low-quality	Genome-fragment	16.73	HMM-based (lower-bound)	0.0	1.0	
G01M_8418_V__1721	3550	No	NA	1	0	1	Low-quality	Genome-fragment	3.94	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__6398	2678	No	NA	9	0	0	Low-quality	Genome-fragment	4.6	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_8062V__5972	15869	No	NA	23	7	0	Medium-quality	Genome-fragment	52.44	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
G01M_8197_V__1021	4225	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZC5_V__727	4618	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAM1_V__2507	3179	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8418_V__4884	8529	No	NA	13	5	1	Low-quality	Genome-fragment	18.84	AAI-based (high-confidence)	0.0	1.0	
G01M_8653_V__9288	2929	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__658	15967	No	NA	30	4	0	Low-quality	Genome-fragment	17.9	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__8718	3187	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__3602	3918	No	NA	1	0	0	Low-quality	Genome-fragment	8.71	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7937V__7141	6975	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__9661	2862	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__585	3485	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__7638	8405	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__6371	3372	No	NA	4	2	0	Low-quality	Genome-fragment	2.45	AAI-based (high-confidence)	0.0	1.0	
AZO8_V__2314	2641	No	NA	1	0	1	Low-quality	Genome-fragment	4.06	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_8064V__10054	11212	No	NA	17	15	0	Low-quality	Genome-fragment	32.66	AAI-based (high-confidence)	0.0	1.0	
AZV1_V__4683	10837	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J7927V1__5793	13586	No	NA	13	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAC3_V__10173	4617	No	NA	4	2	0	Low-quality	Genome-fragment	12.55	AAI-based (high-confidence)	0.0	1.0	
G23J_7936V__10179	3969	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__4960	14627	No	NA	13	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8588_V__8270	2827	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__9970	3787	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V14__3521	41828	No	NA	62	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AZE2_V__1363	2977	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7933V__77	24566	No	NA	18	0	11	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__8642	3016	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB2_V__7068	152158	No	NA	218	55	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G01M_8337_V__5429	24407	No	NA	31	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW0_V__4281	56266	No	NA	79	14	2	High-quality	High-quality	97.27	AAI-based (high-confidence)	0.0	1.0	
G23J_7937V__243	63921	No	NA	57	0	15	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AWG0_V__6541	38329	No	NA	61	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
BAL2_V__6517	7678	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF1_V__6406	14640	No	NA	15	2	0	Low-quality	Genome-fragment	34.77	AAI-based (medium-confidence)	0.0	1.0	
BBN1_V__6328	8219	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__616	25377	No	NA	25	1	5	Low-quality	Genome-fragment	32.81	AAI-based (medium-confidence)	0.0	1.0	
BAC3_V__8871	8469	No	NA	24	0	1	Low-quality	Genome-fragment	19.93	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8653_V__1917	4921	No	NA	8	4	0	Low-quality	Genome-fragment	12.07	AAI-based (high-confidence)	0.0	1.0	
AZS1_V__9213	5380	No	NA	11	10	0	Low-quality	Genome-fragment	17.46	AAI-based (high-confidence)	0.0	1.0	
G03J_7869_V4__9105	8878	No	NA	12	4	0	Low-quality	Genome-fragment	26.08	AAI-based (high-confidence)	0.0	1.0	
AZC3_V__6195	5497	Yes	2177	8	1	2	Low-quality	Genome-fragment	1.32	HMM-based (lower-bound)	60.4	1.0	
G21F_7947_V5__3622	13599	No	NA	18	14	0	Low-quality	Genome-fragment	36.27	AAI-based (high-confidence)	0.0	1.0	
G01M_8519_V__2012	8679	No	NA	11	9	0	Low-quality	Genome-fragment	14.33	AAI-based (high-confidence)	0.0	1.0	
BAH1_V__9953	5766	No	NA	5	0	1	Low-quality	Genome-fragment	11.3	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
MixRN7_V4__2837	2658	No	NA	3	0	0	Low-quality	Genome-fragment	5.12	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAH14_V__6956	21316	No	NA	22	4	4	Low-quality	Genome-fragment	27.83	HMM-based (lower-bound)	0.0	1.0	
BAC7_V__498	99269	No	NA	129	59	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
BBN3_V__3813	2612	No	NA	6	5	0	Low-quality	Genome-fragment	5.95	AAI-based (high-confidence)	0.0	1.0	
AZB2_V__6187	11127	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__8477	42909	No	NA	74	15	1	Medium-quality	Genome-fragment	50.34	HMM-based (lower-bound)	0.0	1.0	low-confidence DTR
G23J_8064V__1040	3342	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__103	125707	No	NA	130	3	64	High-quality	High-quality	98.79	HMM-based (lower-bound)	0.0	1.0	
G01M_8768_V__6769	121189	No	NA	119	1	101	Medium-quality	Genome-fragment	78.23	HMM-based (lower-bound)	0.0	1.0	
AZT2_V__6883	2711	No	NA	7	7	0	Low-quality	Genome-fragment	8.81	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__10198	3663	No	NA	6	6	0	Low-quality	Genome-fragment	10.48	AAI-based (high-confidence)	0.0	1.0	
G18F_V18__3877	2589	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__5496	3425	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__7843	23535	Yes	19692	31	21	3	Medium-quality	Genome-fragment	56.85	AAI-based (high-confidence)	16.33	1.0	
G01M_8399_V__1225	211244	No	NA	182	0	123	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAC7_V__1085	6520	No	NA	14	0	0	Low-quality	Genome-fragment	12.21	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7876_V1__1932	2553	Yes	1354	4	1	1	Low-quality	Genome-fragment	0.56	HMM-based (lower-bound)	46.96	1.0	
G21F_7947_V5__717	2680	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8060V__1453	43008	No	NA	60	37	0	Medium-quality	Genome-fragment	87.63	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__8650	58671	No	NA	58	3	28	Medium-quality	Genome-fragment	82.66	HMM-based (lower-bound)	0.0	1.0	
AZJ1_V__1320	6115	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__8082	7564	No	NA	10	3	0	Low-quality	Genome-fragment	11.59	AAI-based (high-confidence)	0.0	1.0	
BAC7_V__6568	6161	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF1_V__9762	2587	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX6_V__2267	34209	No	NA	40	0	18	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__1621	2523	No	NA	5	0	0	Low-quality	Genome-fragment	5.37	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BBD1_V__3488	3390	No	NA	6	3	0	Low-quality	Genome-fragment	5.61	AAI-based (high-confidence)	0.0	1.0	
G18F_V9__10259	3751	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__8556	3553	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
MixMB4_V11__5572	30168	No	NA	51	48	0	High-quality	High-quality	97.94	AAI-based (high-confidence)	0.0	1.0	
G18F_V14__2863	3006	No	NA	2	1	0	Low-quality	Genome-fragment	9.23	HMM-based (lower-bound)	0.0	1.1	
BAX1_V__6195	7161	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW6_V__181	60743	No	NA	70	2	20	High-quality	High-quality	90.46	HMM-based (lower-bound)	0.0	1.0	
G23J_7937V__2599	26109	No	NA	27	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB2_V__8977	5739	No	NA	14	1	1	Low-quality	Genome-fragment	11.86	AAI-based (medium-confidence)	0.0	1.0	
BAF1_V__3112	2514	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
MixMB4_V11__6522	7752	No	NA	18	15	0	Low-quality	Genome-fragment	25.13	AAI-based (high-confidence)	0.0	1.0	
G01M_8396_V__6084	2945	No	NA	7	5	0	Low-quality	Genome-fragment	9.25	AAI-based (high-confidence)	0.0	1.0	
AZE2_V__2410	106432	Yes	88216	119	26	5	Medium-quality	Genome-fragment	52.74	AAI-based (high-confidence)	17.12	1.0	
G01M_8190_V__1110	95056	No	NA	95	0	36	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__2991	202592	Yes	38644	211	14	133	Medium-quality	Genome-fragment	75.0	HMM-based (lower-bound)	80.93	1.0	low-confidence Provirus
BBD1_V__2236	16833	No	NA	17	0	13	Low-quality	Genome-fragment	8.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8520_V__10085	5077	No	NA	8	0	1	Low-quality	Genome-fragment	10.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAH14_V__345	2614	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8394_V__167	4195	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
G23J_7940V__5356	8562	No	NA	6	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G03J_7872_V1__541	3471	No	NA	5	0	1	Low-quality	Genome-fragment	5.48	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BAC3_V__8103	2542	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD1_V__3188	18629	No	NA	37	2	2	Low-quality	Genome-fragment	38.49	AAI-based (high-confidence)	0.0	1.0	
G23J_7940V__6173	41303	No	NA	37	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__564	3879	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__521	3319	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN1_V__6034	8108	No	NA	8	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__3206	2546	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL6_V__2283	153363	No	NA	205	16	4	High-quality	High-quality	99.7	AAI-based (high-confidence)	0.0	1.0	
G21F_7946_V4__6043	22151	No	NA	17	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZK1_V__681	9915	No	NA	16	2	0	Low-quality	Genome-fragment	17.12	AAI-based (high-confidence)	0.0	1.0	
BAW1_V__3459	26787	No	NA	26	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD2_V__2381	38730	No	NA	50	11	0	Medium-quality	Genome-fragment	76.26	AAI-based (high-confidence)	0.0	1.0	
AZC5_V__5850	13024	No	NA	16	10	0	Low-quality	Genome-fragment	32.03	AAI-based (high-confidence)	0.0	1.0	
BAX2_V__7437	4021	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__5399	12272	No	NA	14	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7943V__4315	93694	No	NA	84	9	0	Medium-quality	Genome-fragment	86.36	AAI-based (high-confidence)	0.0	1.0	
G01M_8520_V__7392	4748	No	NA	7	0	0	Low-quality	Genome-fragment	3.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8588_V__7890	2671	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__2619	44068	No	NA	51	0	15	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__2355	18929	No	NA	13	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7940V__6177	8251	No	NA	12	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZX1_V__4781	21593	No	NA	37	21	0	High-quality	High-quality	97.31	AAI-based (high-confidence)	0.0	1.0	
G21F_7881_V3__10243	2735	No	NA	6	1	0	Low-quality	Genome-fragment	5.78	AAI-based (high-confidence)	0.0	1.0	
AZB4_V__2344	10714	No	NA	18	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.6	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
BAY1_V__3746	27017	No	NA	40	1	22	Low-quality	Genome-fragment	45.59	HMM-based (lower-bound)	0.0	1.0	
G21F_7878_V2__3196	11156	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY6_V__1201	3073	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__380	5287	No	NA	6	3	0	Low-quality	Genome-fragment	10.74	AAI-based (high-confidence)	0.0	1.0	
BBF8_V__2302	4599	No	NA	5	4	0	Low-quality	Genome-fragment	13.57	AAI-based (high-confidence)	0.0	1.0	
BAF3_V__3081	4289	No	NA	5	0	1	Low-quality	Genome-fragment	3.52	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAX2_V__4989	4525	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__10150	2602	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__8845	4737	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7924V__9004	5546	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__5592	23927	No	NA	32	0	14	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZC1_V__37	12896	No	NA	16	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF7_V__783	4471	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
AZB2_V__6827	17142	No	NA	12	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8393_V__3391	4782	No	NA	6	4	0	Low-quality	Genome-fragment	11.85	AAI-based (medium-confidence)	0.0	1.0	
G23J_7936V__7192	4355	No	NA	6	1	0	Low-quality	Genome-fragment	12.35	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__7005	3037	No	NA	3	0	0	Low-quality	Genome-fragment	7.17	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
AWG10_V__720	29759	No	NA	38	13	3	Medium-quality	Genome-fragment	62.32	AAI-based (high-confidence)	0.0	1.0	
G23J_8062V__98	2639	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZT2_V__8277	3716	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__8795	5340	No	NA	16	1	0	Low-quality	Genome-fragment	10.85	AAI-based (high-confidence)	0.0	1.0	
G01M_8520_V__4393	2704	No	NA	5	1	0	Low-quality	Genome-fragment	6.46	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__7173	49357	No	NA	52	0	15	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__6953	2879	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBF1_V__5150	40803	No	NA	37	8	1	Medium-quality	Genome-fragment	68.03	AAI-based (medium-confidence)	0.0	1.0	
BAM1_V__6027	4596	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7940V__1266	9710	No	NA	14	13	0	Low-quality	Genome-fragment	18.02	AAI-based (high-confidence)	0.0	1.0	
BBN1_V__8155	2633	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__686	29888	No	NA	30	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD1_V__7802	2755	No	NA	7	4	0	Low-quality	Genome-fragment	3.64	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__9057	2868	No	NA	2	2	0	Low-quality	Genome-fragment	8.18	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__8383	2717	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__5294	4126	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZS1_V__645	35969	No	NA	50	20	1	Medium-quality	Genome-fragment	87.68	AAI-based (high-confidence)	0.0	1.0	
BAC7_V__1105	2512	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J7927V1__7992	4433	No	NA	7	5	0	Low-quality	Genome-fragment	7.59	AAI-based (high-confidence)	0.0	1.0	
G01M_8519_V__6897	28041	No	NA	38	15	1	Medium-quality	Genome-fragment	80.24	AAI-based (high-confidence)	0.0	1.0	
BAY1_V__4869	2829	No	NA	3	3	0	Low-quality	Genome-fragment	7.04	AAI-based (high-confidence)	0.0	1.0	
BAX2_V__8657	6764	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__6754	10277	No	NA	21	2	0	Medium-quality	Genome-fragment	75.86	AAI-based (medium-confidence)	0.0	1.0	low-confidence DTR
G01M_8653_V__2563	4569	Yes	252	3	1	1	Low-quality	Genome-fragment	0.16	HMM-based (lower-bound)	94.48	1.0	
G21F_7878_V2__7400	32901	No	NA	50	14	0	Medium-quality	Genome-fragment	86.51	AAI-based (medium-confidence)	0.0	1.0	
G01M_8418_V__6149	3138	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8193_V__1474	4972	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V17__2787	3064	No	NA	4	0	2	Low-quality	Genome-fragment	3.01	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_8064V__110	2632	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__462	8927	No	NA	12	6	0	Low-quality	Genome-fragment	22.12	AAI-based (high-confidence)	0.0	1.0	
G23J_7943V__8101	2997	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBF1_V__37	9258	No	NA	14	0	6	Low-quality	Genome-fragment	14.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8520_V__415	31680	No	NA	28	0	23	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
